payload,vpa,known_psp_suffix,entropy,digit_ratio,local_part_len,has_amount,amount,has_suspicious_keyword,label
upi://pay?pa=cashback45@xn--upi&pn=KYC%20Support&cu=INR&am=3.64&tn=suspend,cashback45@xn--upi,0,2.922,0.2,10,1,3.64,1,1
upi://pay?pa=merchant.2855@ybl&pn=Priya%20Singh&cu=INR&am=2297.46,merchant.2855@ybl,1,3.547,0.308,13,1,2297.46,0,0
upi://pay?pa=vendor.shop@oksbi&pn=Priya%20Singh&cu=INR,vendor.shop@oksbi,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=7009795475@hdfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR,7009795475@hdfcbank,1,2.246,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.5172@oksbi&pn=Green%20Grocers&cu=INR,merchant.5172@oksbi,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.5798@kotak&pn=Sharma%20Kirana%20Store&cu=INR,merchant.5798@kotak,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=priya123@hdfcbank&pn=City%20Cafe&cu=INR,priya123@hdfcbank,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=6591728242@hdfcbank&pn=Sharma%20Kirana%20Store&cu=INR,6591728242@hdfcbank,1,2.846,1.0,10,0,0.0,0,0
upi://pay?pa=refund51@xn--upi&pn=Verify%20Account&cu=INR&tn=urgent,refund51@xn--upi,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=amit.kumar@ibl&pn=City%20Cafe&cu=INR,amit.kumar@ibl,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=5972770490@apl&pn=Prize%20Center&cu=INR&am=1.01&tn=refund,5972770490@apl,1,2.446,1.0,10,1,1.01,1,1
upi://pay?pa=goog1e-pay556@jio&pn=Cashback%20Desk&cu=INR&tn=kyc,goog1e-pay556@jio,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=merchant.9646@upi&pn=Priya%20Singh&cu=INR,merchant.9646@upi,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=refund25@refund-upi&pn=Verify%20Account&cu=INR&tn=refund,refund25@refund-upi,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=7729549409@okicici&pn=City%20Cafe&cu=INR&am=2978.36,7729549409@okicici,1,2.446,1.0,10,1,2978.36,0,0
upi://pay?pa=kyc-team97@pay-verify&pn=KYC%20Support&cu=INR&tn=reward,kyc-team97@pay-verify,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=paytrn643@apl&pn=Prize%20Center&cu=INR&tn=refund,paytrn643@apl,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=7604786445@hdfcbank&pn=Refund%20Team&cu=INR,7604786445@hdfcbank,1,2.446,1.0,10,0,0.0,0,1
upi://pay?pa=6341124160@idfcbank&pn=Cashback%20Desk&cu=INR&tn=refund,6341124160@idfcbank,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=phcnpe474@okhdfcbank&pn=Verify%20Account&cu=INR&am=1.37&tn=cashback,phcnpe474@okhdfcbank,1,2.725,0.333,9,1,1.37,1,1
upi://pay?pa=kyc-team77@kyc-update&pn=Cashback%20Desk&cu=INR&am=4.91&tn=lottery,kyc-team77@kyc-update,0,3.122,0.2,10,1,4.91,1,1
upi://pay?pa=merchant.6330@kotak&pn=Sharma%20Kirana%20Store&cu=INR,merchant.6330@kotak,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=6hqycyw5vz@okaxis&pn=Prize%20Center&cu=INR&tn=refund,6hqycyw5vz@okaxis,1,3.122,0.2,10,0,0.0,1,1
upi://pay?pa=vendor.shop@kotak&pn=Auto%20Rickshaw%20Stand&cu=INR,vendor.shop@kotak,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=merchant.1193@ybl&pn=Rahul%20Sharma&cu=INR,merchant.1193@ybl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=8194915392@apl&pn=Sharma%20Kirana%20Store&cu=INR&am=2015.03,8194915392@apl,1,2.646,1.0,10,1,2015.03,0,0
upi://pay?pa=priya123@ibl&pn=Sharma%20Kirana%20Store&cu=INR,priya123@ibl,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=fx8xijphgknx8@jio&pn=Prize%20Center&cu=INR&am=4.42&tn=lottery,fx8xijphgknx8@jio,1,3.181,0.154,13,1,4.42,1,1
upi://pay?pa=cashback16@pay-verify&pn=KYC%20Support&cu=INR&tn=refund,cashback16@pay-verify,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=7995153118@apl&pn=Refund%20Team&cu=INR&tn=kyc,7995153118@apl,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=support48@pay-verify&pn=Refund%20Team&cu=INR&am=3.62&tn=suspend,support48@pay-verify,0,2.948,0.222,9,1,3.62,1,1
upi://pay?pa=7734764536@idfcbank&pn=Prize%20Center&cu=INR&tn=cashback,7734764536@idfcbank,1,2.246,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.4237@idfcbank&pn=Priya%20Singh&cu=INR&am=4270.12,merchant.4237@idfcbank,1,3.7,0.308,13,1,4270.12,0,0
upi://pay?pa=merchant.4588@okicici&pn=Auto%20Rickshaw%20Stand&cu=INR&am=4121.06,merchant.4588@okicici,1,3.547,0.308,13,1,4121.06,0,0
upi://pay?pa=9865080797@apl&pn=Refund%20Team&cu=INR&tn=suspend,9865080797@apl,1,2.522,1.0,10,0,0.0,1,1
upi://pay?pa=vendor.shop@ibl&pn=Om%20Traders&cu=INR,vendor.shop@ibl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=sunita.devi@ibl&pn=Rahul%20Sharma&cu=INR,sunita.devi@ibl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=4hjkwbjpclmsp@oksbi&pn=Prize%20Center&cu=INR&am=3.48&tn=cashback,4hjkwbjpclmsp@oksbi,1,3.393,0.077,13,1,3.48,1,1
upi://pay?pa=kyc-team52@kyc-update&pn=KYC%20Support&cu=INR,kyc-team52@kyc-update,0,3.322,0.2,10,0,0.0,0,1
upi://pay?pa=rahul.sharma@paytm&pn=Rahul%20Sharma&cu=INR,rahul.sharma@paytm,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=5741857777@idfcbank&pn=Prize%20Center&cu=INR&am=1.12&tn=urgent,5741857777@idfcbank,1,1.961,1.0,10,1,1.12,1,1
upi://pay?pa=priya123@ybl&pn=Sharma%20Kirana%20Store&cu=INR,priya123@ybl,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=phcnpe535@jio&pn=Verify%20Account&cu=INR&tn=refund,phcnpe535@jio,1,2.725,0.333,9,0,0.0,1,1
upi://pay?pa=qzsatd9xqop@okicici&pn=Cashback%20Desk&cu=INR&tn=reward,qzsatd9xqop@okicici,1,3.278,0.091,11,0,0.0,1,1
upi://pay?pa=support48@kyc-update&pn=KYC%20Support&cu=INR&am=1.07&tn=kyc,support48@kyc-update,0,2.948,0.222,9,1,1.07,1,1
upi://pay?pa=zw5448m46h4a@okicici&pn=Cashback%20Desk&cu=INR&am=1.66&tn=kyc,zw5448m46h4a@okicici,1,2.918,0.583,12,1,1.66,1,1
upi://pay?pa=vendor.shop@kotak&pn=Auto%20Rickshaw%20Stand&cu=INR&am=4383.04,vendor.shop@kotak,1,3.278,0.0,11,1,4383.04,0,0
upi://pay?pa=cashback8@kyc-update&pn=KYC%20Support&cu=INR&tn=reward,cashback8@kyc-update,0,2.725,0.111,9,0,0.0,1,1
upi://pay?pa=cashback64@xn--upi&pn=Verify%20Account&cu=INR&tn=blocked,cashback64@xn--upi,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=7811617262@ibl&pn=Refund%20Team&cu=INR&tn=suspend,7811617262@ibl,1,2.246,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.5933@okaxis&pn=Priya%20Singh&cu=INR,merchant.5933@okaxis,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=9458108703@upi&pn=Priya%20Singh&cu=INR,9458108703@upi,1,2.922,1.0,10,0,0.0,0,0
upi://pay?pa=6470748124@jio&pn=Om%20Traders&cu=INR&am=2926.84,6470748124@jio,1,2.646,1.0,10,1,2926.84,0,0
upi://pay?pa=3823682239@kotak&pn=KYC%20Support&cu=INR,3823682239@kotak,1,2.171,1.0,10,0,0.0,0,1
upi://pay?pa=sunita.devi@apl&pn=Auto%20Rickshaw%20Stand&cu=INR&am=4525.29,sunita.devi@apl,1,3.278,0.0,11,1,4525.29,0,0
upi://pay?pa=rahul.sharma@oksbi&pn=Auto%20Rickshaw%20Stand&cu=INR,rahul.sharma@oksbi,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=8555337302@okicici&pn=Priya%20Singh&cu=INR,8555337302@okicici,1,2.371,1.0,10,0,0.0,0,0
upi://pay?pa=phcnpe447@upi&pn=Verify%20Account&cu=INR&tn=kyc,phcnpe447@upi,1,2.725,0.333,9,0,0.0,1,1
upi://pay?pa=merchant.4324@upi&pn=City%20Cafe&cu=INR&am=2584.18,merchant.4324@upi,1,3.547,0.308,13,1,2584.18,0,0
upi://pay?pa=2578764912@hdfcbank&pn=Prize%20Center&cu=INR&tn=urgent,2578764912@hdfcbank,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=kyc-team7@secure-pay&pn=Prize%20Center&cu=INR&tn=urgent,kyc-team7@secure-pay,0,3.17,0.111,9,0,0.0,1,1
upi://pay?pa=merchant.3828@kotak&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.3828@kotak,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=priya123@paytm&pn=Sharma%20Kirana%20Store&cu=INR,priya123@paytm,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=7428741189@axl&pn=Sharma%20Kirana%20Store&cu=INR,7428741189@axl,1,2.522,1.0,10,0,0.0,0,0
upi://pay?pa=7753617371@jio&pn=Sharma%20Kirana%20Store&cu=INR,7753617371@jio,1,2.122,1.0,10,0,0.0,0,0
upi://pay?pa=6255086561@kotak&pn=City%20Cafe&cu=INR&am=1037.08,6255086561@kotak,1,2.371,1.0,10,1,1037.08,0,0
upi://pay?pa=support36@kyc-update&pn=Refund%20Team&cu=INR&tn=winner,support36@kyc-update,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=3420936224@ybl&pn=Prize%20Center&cu=INR&tn=cashback,3420936224@ybl,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=paytrn446@paytm&pn=Prize%20Center&cu=INR&tn=suspend,paytrn446@paytm,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=paytrn897@idfcbank&pn=Verify%20Account&cu=INR&tn=reward,paytrn897@idfcbank,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=goog1e-pay698@okhdfcbank&pn=Verify%20Account&cu=INR&tn=refund,goog1e-pay698@okhdfcbank,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=refund77@refund-upi&pn=Verify%20Account&cu=INR&tn=cashback,refund77@refund-upi,0,2.75,0.25,8,0,0.0,1,1
upi://pay?pa=4375251801@kotak&pn=Cashback%20Desk&cu=INR&am=1.39&tn=verify-now,4375251801@kotak,1,2.922,1.0,10,1,1.39,1,1
upi://pay?pa=9606617978@kotak&pn=Auto%20Rickshaw%20Stand&cu=INR,9606617978@kotak,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=9693084821@oksbi&pn=Prize%20Center&cu=INR&am=4.09,9693084821@oksbi,1,2.922,1.0,10,1,4.09,0,1
upi://pay?pa=merchant.3000@apl&pn=Green%20Grocers&cu=INR&am=2995.97,merchant.3000@apl,1,3.335,0.308,13,1,2995.97,0,0
upi://pay?pa=8986679532@kotak&pn=Green%20Grocers&cu=INR&am=4652.95,8986679532@kotak,1,2.722,1.0,10,1,4652.95,0,0
upi://pay?pa=merchant.6504@upi&pn=Om%20Traders&cu=INR,merchant.6504@upi,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=hnlbx1z75gbotxx@okhdfcbank&pn=KYC%20Support&cu=INR&tn=winner,hnlbx1z75gbotxx@okhdfcbank,1,3.457,0.2,15,0,0.0,1,1
upi://pay?pa=refund1@refund-upi&pn=Refund%20Team&cu=INR&am=2.6&tn=cashback,refund1@refund-upi,0,2.807,0.143,7,1,2.6,1,1
upi://pay?pa=amit.kumar@kotak&pn=City%20Cafe&cu=INR&am=4434.32,amit.kumar@kotak,1,2.922,0.0,10,1,4434.32,0,0
upi://pay?pa=uk7fspen8zj@ybl&pn=Refund%20Team&cu=INR&am=3.74&tn=lottery,uk7fspen8zj@ybl,1,3.459,0.182,11,1,3.74,1,1
upi://pay?pa=9496262876@ibl&pn=Refund%20Team&cu=INR&tn=cashback,9496262876@ibl,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=priya123@hdfcbank&pn=Sharma%20Kirana%20Store&cu=INR,priya123@hdfcbank,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=kyc-team66@secure-pay&pn=Verify%20Account&cu=INR&tn=suspend,kyc-team66@secure-pay,0,3.122,0.2,10,0,0.0,1,1
upi://pay?pa=refund57@refund-upi&pn=Verify%20Account&cu=INR&am=2.63&tn=suspend,refund57@refund-upi,0,3.0,0.25,8,1,2.63,1,1
upi://pay?pa=1011347506@paytm&pn=Prize%20Center&cu=INR&am=1.58&tn=blocked,1011347506@paytm,1,2.646,1.0,10,1,1.58,1,1
upi://pay?pa=6197857161@idfcbank&pn=KYC%20Support&cu=INR&am=1.06&tn=lottery,6197857161@idfcbank,1,2.446,1.0,10,1,1.06,1,1
upi://pay?pa=6233787344@hdfcbank&pn=Priya%20Singh&cu=INR,6233787344@hdfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.9706@paytm&pn=Rahul%20Sharma&cu=INR&am=3492.83,merchant.9706@paytm,1,3.7,0.308,13,1,3492.83,0,0
upi://pay?pa=paytrn165@oksbi&pn=Refund%20Team&cu=INR&tn=verify-now,paytrn165@oksbi,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=ehhd8wxqbilvm4j@okaxis&pn=Refund%20Team&cu=INR&am=3.28,ehhd8wxqbilvm4j@okaxis,1,3.774,0.133,15,1,3.28,0,1
upi://pay?pa=sunita.devi@idfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR&am=676.32,sunita.devi@idfcbank,1,3.278,0.0,11,1,676.32,0,0
upi://pay?pa=phcnpe98@ibl&pn=Verify%20Account&cu=INR&tn=winner,phcnpe98@ibl,1,2.75,0.25,8,0,0.0,1,1
upi://pay?pa=rahul.sharma@apl&pn=Om%20Traders&cu=INR,rahul.sharma@apl,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=priya123@okaxis&pn=Om%20Traders&cu=INR,priya123@okaxis,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=b24q7en8adnk@upi&pn=Cashback%20Desk&cu=INR&am=1.14&tn=verify-now,b24q7en8adnk@upi,1,3.418,0.333,12,1,1.14,1,1
upi://pay?pa=6617580073@okhdfcbank&pn=Om%20Traders&cu=INR,6617580073@okhdfcbank,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.5091@paytm&pn=Sharma%20Kirana%20Store&cu=INR&am=873.69,merchant.5091@paytm,1,3.7,0.308,13,1,873.69,0,0
upi://pay?pa=rahul.sharma@apl&pn=Rahul%20Sharma&cu=INR,rahul.sharma@apl,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=merchant.5501@upi&pn=City%20Cafe&cu=INR,merchant.5501@upi,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=9345515321@okhdfcbank&pn=Sharma%20Kirana%20Store&cu=INR,9345515321@okhdfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=6492264809@axl&pn=Sharma%20Kirana%20Store&cu=INR&am=4552.0,6492264809@axl,1,2.522,1.0,10,1,4552.0,0,0
upi://pay?pa=sunita.devi@okhdfcbank&pn=Green%20Grocers&cu=INR,sunita.devi@okhdfcbank,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=refund51@xn--upi&pn=Verify%20Account&cu=INR&tn=kyc,refund51@xn--upi,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=mqpjbmwmnohg@hdfcbank&pn=Refund%20Team&cu=INR&am=3.38&tn=winner,mqpjbmwmnohg@hdfcbank,1,3.189,0.0,12,1,3.38,1,1
upi://pay?pa=6425294682@jio&pn=Priya%20Singh&cu=INR,6425294682@jio,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=215911080@upi&pn=Cashback%20Desk&cu=INR&am=2.54&tn=lottery,215911080@upi,1,2.419,1.0,9,1,2.54,1,1
upi://pay?pa=vgc0qtxxwcetgv46@paytm&pn=Refund%20Team&cu=INR&am=4.7&tn=suspend,vgc0qtxxwcetgv46@paytm,1,3.375,0.188,16,1,4.7,1,1
upi://pay?pa=jgatxpxzqu3o19@hdfcbank&pn=Prize%20Center&cu=INR&tn=refund,jgatxpxzqu3o19@hdfcbank,1,3.664,0.214,14,0,0.0,1,1
upi://pay?pa=6138583584@axl&pn=Rahul%20Sharma&cu=INR,6138583584@axl,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=paytrn664@oksbi&pn=Cashback%20Desk&cu=INR&tn=kyc,paytrn664@oksbi,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=merchant.2976@ybl&pn=Om%20Traders&cu=INR,merchant.2976@ybl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=support52@refund-upi&pn=Refund%20Team&cu=INR&tn=reward,support52@refund-upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=merchant.3685@paytm&pn=City%20Cafe&cu=INR,merchant.3685@paytm,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=w29phbchuat45j6@paytm&pn=Verify%20Account&cu=INR&tn=suspend,w29phbchuat45j6@paytm,1,3.774,0.333,15,0,0.0,1,1
upi://pay?pa=8541293188@ibl&pn=Om%20Traders&cu=INR,8541293188@ibl,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.2381@kotak&pn=Priya%20Singh&cu=INR,merchant.2381@kotak,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.5213@ibl&pn=City%20Cafe&cu=INR&am=531.49,merchant.5213@ibl,1,3.7,0.308,13,1,531.49,0,0
upi://pay?pa=goog1e-pay566@oksbi&pn=Cashback%20Desk&cu=INR&tn=cashback,goog1e-pay566@oksbi,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=xmojd85dw1nn@okicici&pn=KYC%20Support&cu=INR&tn=blocked,xmojd85dw1nn@okicici,1,3.252,0.25,12,0,0.0,1,1
upi://pay?pa=goog1e-pay622@hdfcbank&pn=Refund%20Team&cu=INR&tn=blocked,goog1e-pay622@hdfcbank,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=refund5@secure-pay&pn=Verify%20Account&cu=INR&am=1.53&tn=verify-now,refund5@secure-pay,0,2.807,0.143,7,1,1.53,1,1
upi://pay?pa=rahul.sharma@okaxis&pn=Om%20Traders&cu=INR,rahul.sharma@okaxis,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=refund1@xn--upi&pn=Verify%20Account&cu=INR&tn=verify-now,refund1@xn--upi,0,2.807,0.143,7,0,0.0,1,1
upi://pay?pa=vendor.shop@apl&pn=Rahul%20Sharma&cu=INR,vendor.shop@apl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=support23@secure-pay&pn=Prize%20Center&cu=INR&am=1.19&tn=cashback,support23@secure-pay,0,2.948,0.222,9,1,1.19,1,1
upi://pay?pa=goog1e-pay490@okicici&pn=Cashback%20Desk&cu=INR&tn=blocked,goog1e-pay490@okicici,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=5g9megtizn1ttk@axl&pn=Refund%20Team&cu=INR&tn=kyc,5g9megtizn1ttk@axl,1,3.325,0.214,14,0,0.0,1,1
upi://pay?pa=9641723276@okhdfcbank&pn=Green%20Grocers&cu=INR&am=2912.86,9641723276@okhdfcbank,1,2.722,1.0,10,1,2912.86,0,0
upi://pay?pa=refund9@secure-pay&pn=KYC%20Support&cu=INR&tn=winner,refund9@secure-pay,0,2.807,0.143,7,0,0.0,1,1
upi://pay?pa=merchant.6461@jio&pn=Sharma%20Kirana%20Store&cu=INR&am=50.47,merchant.6461@jio,1,3.547,0.308,13,1,50.47,0,0
upi://pay?pa=4znzze2tbst9@jio&pn=Prize%20Center&cu=INR&tn=winner,4znzze2tbst9@jio,1,3.022,0.25,12,0,0.0,1,1
upi://pay?pa=8769838006@okhdfcbank&pn=Prize%20Center&cu=INR&am=2.6&tn=verify-now,8769838006@okhdfcbank,1,2.446,1.0,10,1,2.6,1,1
upi://pay?pa=6506651617@ibl&pn=Sharma%20Kirana%20Store&cu=INR&am=2054.34,6506651617@ibl,1,2.122,1.0,10,1,2054.34,0,0
upi://pay?pa=merchant.8831@jio&pn=Green%20Grocers&cu=INR&am=1279.55,merchant.8831@jio,1,3.547,0.308,13,1,1279.55,0,0
upi://pay?pa=vendor.shop@hdfcbank&pn=City%20Cafe&cu=INR,vendor.shop@hdfcbank,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=merchant.2296@apl&pn=Om%20Traders&cu=INR,merchant.2296@apl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=cashback40@xn--upi&pn=Prize%20Center&cu=INR&tn=kyc,cashback40@xn--upi,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=sunita.devi@paytm&pn=Auto%20Rickshaw%20Stand&cu=INR,sunita.devi@paytm,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=09e0vivii81n0@okhdfcbank&pn=Prize%20Center&cu=INR&tn=reward,09e0vivii81n0@okhdfcbank,1,2.815,0.462,13,0,0.0,1,1
upi://pay?pa=lqii1ej4puzq6@okhdfcbank&pn=Prize%20Center&cu=INR&tn=reward,lqii1ej4puzq6@okhdfcbank,1,3.393,0.231,13,0,0.0,1,1
upi://pay?pa=priya123@apl&pn=Sharma%20Kirana%20Store&cu=INR,priya123@apl,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=support47@kyc-update&pn=KYC%20Support&cu=INR&tn=reward,support47@kyc-update,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=merchant.9748@kotak&pn=Green%20Grocers&cu=INR,merchant.9748@kotak,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=goog1e-pay957@ibl&pn=KYC%20Support&cu=INR&tn=kyc,goog1e-pay957@ibl,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=merchant.8968@kotak&pn=Priya%20Singh&cu=INR&am=416.72,merchant.8968@kotak,1,3.547,0.308,13,1,416.72,0,0
upi://pay?pa=8193894984@apl&pn=Sharma%20Kirana%20Store&cu=INR,8193894984@apl,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=sunita.devi@paytm&pn=Priya%20Singh&cu=INR&am=710.35,sunita.devi@paytm,1,3.278,0.0,11,1,710.35,0,0
upi://pay?pa=merchant.1162@idfcbank&pn=Priya%20Singh&cu=INR&am=1460.96,merchant.1162@idfcbank,1,3.547,0.308,13,1,1460.96,0,0
upi://pay?pa=paytrn414@apl&pn=Refund%20Team&cu=INR&tn=refund,paytrn414@apl,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=8452503228@paytm&pn=Auto%20Rickshaw%20Stand&cu=INR,8452503228@paytm,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=refund6@secure-pay&pn=Refund%20Team&cu=INR&tn=refund,refund6@secure-pay,0,2.807,0.143,7,0,0.0,1,1
upi://pay?pa=support20@xn--upi&pn=Refund%20Team&cu=INR&tn=reward,support20@xn--upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=sunita.devi@apl&pn=Priya%20Singh&cu=INR&am=3000.57,sunita.devi@apl,1,3.278,0.0,11,1,3000.57,0,0
upi://pay?pa=m75psz1ctw68@jio&pn=Cashback%20Desk&cu=INR&am=4.52&tn=reward,m75psz1ctw68@jio,1,3.585,0.417,12,1,4.52,1,1
upi://pay?pa=merchant.7711@apl&pn=Sharma%20Kirana%20Store&cu=INR,merchant.7711@apl,1,3.393,0.308,13,0,0.0,0,0
upi://pay?pa=merchant.8426@idfcbank&pn=Priya%20Singh&cu=INR,merchant.8426@idfcbank,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=tm13qvbnk0scjwsh@hdfcbank&pn=Cashback%20Desk&cu=INR&tn=lottery,tm13qvbnk0scjwsh@hdfcbank,1,3.875,0.188,16,0,0.0,1,1
upi://pay?pa=8068750029@hdfcbank&pn=City%20Cafe&cu=INR,8068750029@hdfcbank,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.6531@axl&pn=Green%20Grocers&cu=INR,merchant.6531@axl,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=cashback17@kyc-update&pn=Refund%20Team&cu=INR&am=1.14&tn=lottery,cashback17@kyc-update,0,2.922,0.2,10,1,1.14,1,1
upi://pay?pa=8243919969@hdfcbank&pn=Refund%20Team&cu=INR&am=2.95&tn=cashback,8243919969@hdfcbank,1,2.522,1.0,10,1,2.95,1,1
upi://pay?pa=merchant.7659@hdfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.7659@hdfcbank,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=support86@refund-upi&pn=KYC%20Support&cu=INR&tn=suspend,support86@refund-upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=yhxhi7cyrbv@paytm&pn=KYC%20Support&cu=INR&tn=suspend,yhxhi7cyrbv@paytm,1,3.096,0.091,11,0,0.0,1,1
upi://pay?pa=vendor.shop@kotak&pn=Sharma%20Kirana%20Store&cu=INR,vendor.shop@kotak,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=r90rxciofo0@upi&pn=Cashback%20Desk&cu=INR&tn=reward,r90rxciofo0@upi,1,2.914,0.273,11,0,0.0,1,1
upi://pay?pa=merchant.3828@upi&pn=Rahul%20Sharma&cu=INR,merchant.3828@upi,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=7214266162@idfcbank&pn=Rahul%20Sharma&cu=INR,7214266162@idfcbank,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=sunita.devi@kotak&pn=Priya%20Singh&cu=INR,sunita.devi@kotak,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=priya123@oksbi&pn=Rahul%20Sharma&cu=INR&am=4183.07,priya123@oksbi,1,3.0,0.375,8,1,4183.07,0,0
upi://pay?pa=cashback52@refund-upi&pn=Cashback%20Desk&cu=INR&am=2.92&tn=verify-now,cashback52@refund-upi,0,2.922,0.2,10,1,2.92,1,1
upi://pay?pa=merchant.8556@axl&pn=Priya%20Singh&cu=INR,merchant.8556@axl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=9580822352@apl&pn=Sharma%20Kirana%20Store&cu=INR,9580822352@apl,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=9t5ahc0okrcw9ibg@ybl&pn=Refund%20Team&cu=INR&tn=verify-now,9t5ahc0okrcw9ibg@ybl,1,3.75,0.25,16,0,0.0,1,1
upi://pay?pa=9017888027@okhdfcbank&pn=Rahul%20Sharma&cu=INR,9017888027@okhdfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=priya123@okhdfcbank&pn=Green%20Grocers&cu=INR,priya123@okhdfcbank,1,3.0,0.375,8,0,0.0,0,0
